auction_type,nama_barang_lelang,spesifikasi_barang,keterangan,nilai limit,harga_lelang_invoice,TTD,nomor_invoice,harga_sewa_kpr,tagihan_kartu_kredit,belanja_makanan,transportasi,cicilan,gaji_bulanan,bonus,pengurangan_gaji,pendapatan_tambahan,tanggungan_1,tanggungan_2,tanggungan_3,tanggungan_4,tanggungan_5,laporan_rekan_kerja,fraud
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,7338579.011922658,14769988.681609843,True,8701.0,1938611,0,1197901,874081,0,25840376,1049060,1662816.753862539,11130026,386779,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Bekas,10270062.534035157,12922980.572073903,True,,1315407,9793102,867744,1192451,9963134,31996258,0,1969982.732315306,13534822,0,0,3443783,4006856,999195,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1153574.3272947972,2823755.59492389,True,2326.0,705830,0,1410621,1061971,2234914,12375330,0,1132529.8708048507,0,0,0,3604119,26826,1955408,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Baru,33646763.14505407,99659518.37962353,True,3207.0,1126566,4341606,1117040,718304,4220514,18690600,3255677,1680610.7904366325,19418166,4970706,1869008,0,0,1819404,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 92 m2 DKI Jakarta,Baru,4849001365.0,10946993884.301338,True,2124.0,1028713,0,1427416,842102,0,19116392,2500658,1064988.046766592,14305254,4717881,3255343,3740642,0,794244,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata opal,,1126352.255205411,2219114.1782847503,True,2210.0,741237,0,1221065,1199400,0,8623945,1725499,504895.8478752339,0,1831851,1680696,0,1312630,4353458,5,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,motor sport,Suzuki GSX-R 150,Baru,33938906.50328877,95864555.15442151,True,2542.0,990672,9505614,1144102,604670,0,6928934,0,591332.8704409343,11407059,3695903,4980487,602709,0,2008895,4,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan emas putih 18 karat,,12961744.077949394,18788738.01020091,True,3024.0,1208669,0,1134810,1469569,0,17787720,0,973943.2686919166,6838454,0,902101,61261,1115178,1806122,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1519 m2 pinggiran kota Surabaya Selatan,,12540087791.0,13181260841.768517,True,9332.0,571805,0,1400355,1194275,0,21742534,0,1389471.3586002046,18308897,0,2049590,0,0,4526668,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 276 m2 Sidoarjo,Baru,737307136.0,2114037393.4736052,True,3793.0,626538,6495835,1067523,779949,9070483,33036129,1188387,2743029.165951386,14617506,4081831,0,0,2520895,4380852,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang mutiara multi dengan desain chevron,,8835417.449536934,12704316.032110287,True,8597.0,1307839,0,830448,447770,0,18282678,0,954130.9991287746,0,4823651,1653487,1330141,0,1775813,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 127 m2 Sidoarjo,Bekas,843598732.0,1293822183.0513628,False,9118.0,453701,3875521,1147592,722640,0,34941404,0,2322162.082151814,7256448,0,1896324,4208996,0,4989829,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Audi A4,Bekas,1838980825.3058078,4657058472.859705,True,,608700,0,1063642,1379735,8099520,33269591,3033390,1900101.6873192375,0,427649,0,0,4587279,3034113,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Bekas,17114328.294328064,37965027.21807301,True,5625.0,1605935,1275408,885780,861451,9686437,27918914,4617474,2302370.040393431,0,2660793,0,2984276,0,211278,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Bekas,26960597.497056294,43706437.98079149,True,5382.0,555468,8474765,1153622,1356314,8157058,17097695,0,994959.1398158817,16444896,0,565579,0,1941073,4063337,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Bekas,25422735.707506556,48533577.053696975,True,4388.0,317378,0,1361673,1034649,3254128,13067584,0,745578.8763727406,440590,0,3042212,0,3614480,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,22275563.627050556,22795773.986880355,False,,339890,5762836,921274,1489383,8940847,12554706,0,1111297.6773955217,0,3230776,186541,3776447,0,0,2,Data mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,Tanah,1716 m2 perkotaan Yogyakarta,,10385674728.0,21089800891.07322,True,9328.0,576350,0,819886,605031,0,27605898,2075316,1855277.4500553636,0,0,0,0,0,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 267 m2 Surabaya Barat,Baru,1736344227.0,1204634932.6180475,True,6324.0,1136936,5300834,1385993,492219,0,23228463,2924318,1296450.978932915,0,3178206,0,4337005,3211522,3731123,1,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 25 gram,,1736344227.0,3065411451.32653,True,,864629,4238343,1210886,1183291,0,19178405,0,1409099.3214512097,3790621,2228379,2859066,3484024,1173854,1051361,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,6507281.149541542,9174905.363584427,True,2534.0,1224804,0,1137130,658639,0,6604918,0,424698.359715046,10730749,1663344,1954747,2154007,3386717,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Suzuki Ertiga,Baru,228162882.27583212,257300256.34345585,True,4454.0,667325,2621411,806872,680852,4599137,26985992,4632124,2587991.5830837064,0,0,0,0,1909232,1556317,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3269 m2 perkotaan Palembang,,23315760027.0,30708681818.807125,True,,1628713,6388919,1184912,521720,9692347,32259919,0,2206888.3142371303,0,0,0,4703170,0,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Bekas,29113511.80096678,41283087.01646638,True,6782.0,824004,0,1406672,1259746,2571133,17412522,2665408,893069.5052171963,0,0,2167884,1051109,0,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 50 gram,,29113511.80096678,77870061.18183859,True,8052.0,1563817,0,1280476,563509,6439233,28017477,0,2243372.0875383224,0,4514690,2505056,4917014,0,1566456,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 1000 gram,,29113511.80096678,60946677.051981404,False,4697.0,1342326,1629456,1033100,983108,5140390,31035333,0,1796498.0621775184,1375486,0,0,0,0,3268380,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata hijau,,628807.8995681934,765324.7308697901,True,2728.0,320026,0,789244,1349388,0,31221519,1292172,3035199.725121767,0,805607,0,1942181,682202,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Acer Swift 5,Bekas,10113892.187719775,6646697.002784908,True,7349.0,254837,3181043,1123953,503084,0,20116064,3612573,1820732.290208926,0,3092174,0,0,0,17391,3,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3331 m2 pinggiran kota Tangerang,,40735178734.0,36528793389.362236,True,7583.0,1061739,9789494,860428,1490358,0,9073541,0,505655.2888240577,0,0,2601692,1107418,0,2519505,1,Data mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 25 gram,,40735178734.0,62999577320.16913,True,2715.0,754511,2190298,1431317,627192,0,7284935,4209596,725767.7232570462,18214424,0,0,0,771639,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,17167225.37282815,25588401.821169294,True,9619.0,1756706,5223927,964311,963770,9016267,33964661,4081681,2833265.245682624,4355434,0,0,63215,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 52 m2 Yogyakarta,Baru,573539685.0,876372178.9285318,True,2533.0,1599170,0,1007826,1140640,0,29756841,0,1748929.040484933,1322501,0,0,0,973087,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Baru,15546043.232257575,15485438.014298728,True,6864.0,1968180,0,1400872,1490301,0,13166425,1352412,826264.1886484063,6382416,0,2957488,3193578,0,3822430,3,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Suzuki GSX-R 150,Baru,33876160.40030973,32638474.868602686,True,6748.0,338797,0,1156752,596497,6651407,19264728,4246799,1918974.1070776,0,0,4337871,0,0,0,5,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Bekas,22001877.862019975,25882732.745958872,True,3884.0,1359122,3027243,1403846,1011513,4394908,23757898,0,1853908.4622011227,0,1864901,1811316,0,1703429,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas kuning 14 karat,,4500640.969074158,9858312.464131713,True,7625.0,464442,1603482,1273923,460288,5325846,22192160,4107075,2089113.9999887436,0,3949927,3825353,0,0,3641445,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Bekas,31599588.910018705,19173476.466839097,True,3420.0,1230277,1504301,1360659,359280,7903422,15574373,0,837709.0086142233,0,0,1234370,0,0,3889889,1,Data mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,Tanah,3956 m2 pedesaan Depok Timur,,17383716296.0,48895711110.33299,False,9058.0,897050,0,960826,421094,0,14648392,3153927,1140208.266820499,0,0,0,0,2260434,2654415,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1233 m2 pedesaan Kulon Progo,,5138522568.0,5485925830.734231,True,,621171,0,798536,641220,9917982,8821096,1080043,799715.0426264385,15160772,1364352,0,0,0,2255136,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,29433631.711128518,61743467.955055945,False,8742.0,585727,0,1318781,841813,0,16831196,4932910,1084559.0508761029,14171452,1041407,0,0,2745051,1220974,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4863 m2 pinggiran kota Tangerang,,51941717589.0,36898922232.75314,True,,1233163,0,1176128,1020700,0,20315568,0,1561565.8862841544,793974,0,643382,2151023,0,1564079,5,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Audi A4,Bekas,1302050186.665276,1294474812.4811301,True,8040.0,1006848,0,1416717,767928,0,15346249,2146602,1519173.0186666185,1073145,3667326,0,853625,0,1134079,6,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,HP Spectre x360 14,Baru,18278822.403994624,15749703.660006516,True,9841.0,378650,0,1203141,618546,7548737,14691153,1593983,944852.3309705053,0,2133803,0,3141914,3682939,0,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,10079086.993001757,19913422.7524694,False,6149.0,993803,0,817404,1308823,0,31740704,2169753,1715942.5551809915,6874955,3339772,1287955,1615876,2718980,3419993,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Kawasaki Ninja 250,Baru,47606532.80578291,87732378.50384021,False,2638.0,280447,3697247,1341349,522917,3655788,17528685,0,1363292.3032829456,326339,161493,980188,4674497,0,1600886,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Bekas,13560213.26116592,18615132.103531536,True,4095.0,660824,0,1306312,936026,0,26466975,0,1634401.414557709,7381308,0,1763105,2135031,4293057,2785636,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Bekas,16218927.198989755,16186260.729130376,True,1795.0,1179138,0,855030,578042,5864657,12320523,0,718677.0291464148,0,2330625,4277992,0,4043984,0,5,Data mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,14677422.327989709,38932545.8354959,True,6256.0,1482233,0,1325933,736800,5140477,31565185,0,2484940.761889062,9758110,0,997199,1917364,3172484,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 148 m2 Medan Barat,Bekas,848147112.0,2217032480.018593,True,8164.0,1958075,0,1314953,1413233,0,23366572,4042413,1611634.7090201792,9683073,0,3096887,1041287,4359669,3107097,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 58 m2 Surabaya Barat,Bekas,1148429733.0,1336076905.118303,True,3168.0,541329,5631860,1284705,1392634,0,19032376,1160047,1500595.9287712772,17800577,907937,2601884,0,0,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin solitaire emas putih 18 karat dengan berlian 0,3 karat",,7645790.049178376,20648765.07761872,True,7135.0,1411774,9114534,1454841,378117,0,20599152,1771655,2054595.3044740527,1778356,3728833,0,0,0,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3714 m2 pedesaan Sidoarjo,,15433025610.0,31775579276.64288,True,,1454805,0,1169026,499855,0,7410953,4023288,654771.5178170966,16878033,0,3573177,0,0,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3009 m2 pinggiran kota Depok,,31363252332.0,80387031184.00122,True,6829.0,528596,1305844,1001379,354709,0,29249480,2731279,2279950.7784922733,0,1008063,3915271,0,0,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Honda HR-V,Bekas,135165767.358853,339351662.76652896,True,2211.0,1271627,8852455,1385350,815751,0,8902635,1849376,834320.5464349741,0,0,4553355,0,0,0,6,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,11237985.342319906,13141589.63022449,True,3897.0,387809,6146377,1419397,623864,6189926,7658519,1995112,529942.1194739958,180365,4690632,1041035,0,0,787139,5,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin berlian dengan setting halo,,16124761.730647404,44425087.88251589,True,3987.0,1436112,2078210,1045661,927296,9460175,34828138,2054558,3437839.3144761203,5739325,3673653,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Audi A4,Baru,1153646261.9511967,3370569404.588999,True,7539.0,1927274,4801040,1106679,630127,0,13765514,1358462,705953.1291900568,2504596,146658,0,1493997,0,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2585 m2 pedesaan Gresik,,17926869015.0,16266103436.344643,True,2209.0,1028027,0,987250,1284448,5698113,34590883,0,2527639.3520762287,16785735,0,1925410,0,894587,0,1,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Mazda CX-5,Bekas,435826765.359578,1293770412.611923,True,9957.0,1771875,0,1125852,645917,9187730,15419485,3238007,1007364.6776691349,14692185,0,0,0,601899,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan emas putih 18 karat,,11342657.8093031,22682110.42934587,True,7553.0,1120797,8134591,1190842,835200,0,19118020,0,1289744.6170364253,16779261,51656,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Bekas,32895868.44971133,91752382.72460379,True,2587.0,703549,3563878,1163856,1039833,0,13694386,0,1333789.1823574852,15375510,958644,0,3550020,972461,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 1 gram,,32895868.44971133,82225167.65373093,True,3356.0,1522742,0,1384973,821579,0,19356155,2556828,1753159.2126131365,0,4934907,0,3743924,0,2046896,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,BMW Seri 3,Bekas,1605769398.4420247,2499458920.789129,True,2930.0,272350,0,1063212,1428650,3828998,17276750,0,1563651.6235193089,0,0,0,0,1911720,305043,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin berlian tunggal,,895557.8860105413,1946416.4601217844,True,1861.0,779583,6522851,1488009,805034,0,24341166,1612849,2062291.0777470723,0,0,0,1896023,4788238,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3837 m2 pinggiran kota Tangerang,,53162344845.0,151386135424.80054,True,8653.0,1155548,0,932576,654311,2249384,26161079,4043680,2434547.661745504,13897867,0,3556690,0,0,2820528,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Bekas,15073932.788553322,40407315.156347595,True,6362.0,1645499,0,1097770,1351599,3191323,7884796,2686117,643681.0864508252,0,0,1857967,3680130,337035,0,6,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,rumah,Rumah 148 m2 Depok Timur,Bekas,831763807.0,2439370705.156957,True,,1012613,0,1036844,1183144,0,13460042,3134597,773895.1720824934,11387579,0,1053195,4471947,4142092,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4463 m2 pinggiran kota Bekasi,,70292834653.0,149707120112.31476,True,3425.0,1881562,0,783880,486410,0,15379929,0,1170079.5590147327,0,0,0,0,552779,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 98 m2 Kulon Progo,Bekas,880619843.0,1112708118.1994543,True,9671.0,1505734,0,976842,1499407,0,21954929,0,1438557.0574688949,0,475080,0,0,2921109,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Bekas,33555634.67573986,41065348.85414174,True,7929.0,1805840,5828793,859740,432463,0,32438349,4520825,3079064.954279301,0,2097604,1149924,2204265,1658477,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Lexus ES,Bekas,1162426813.143005,1226294545.405768,True,9460.0,782520,3115586,878870,1130347,3887314,11455651,0,864481.9061018903,0,0,0,0,0,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Baru,15588618.180050777,35950948.29808478,True,4652.0,1040018,6562352,809931,1287342,8799786,5588248,0,354588.4577488322,13312287,1892592,0,0,0,4639800,6,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Lexus ES,Baru,1346614815.4729347,3441211253.520527,True,2147.0,1565632,0,1015344,920354,0,32140122,0,2868851.7606524974,13463804,0,59513,0,3060342,866154,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
