collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_place,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Perhiasan,cincin,"Cincin solitaire emas putih 18 karat dengan berlian 0,3 karat",,8923393.73718473,11317070.003227832,True,6498.0,593656,0,877502,600080,8742606,18506818,0,1427949.284171345,13376197,0,2888974,1529492,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Bekas,20607149.64334712,22727014.30571356,False,4500.0,1465226,0,1295740,694441,0,14455661,0,769454.9636679142,0,0,0,4996910,1155388,879558,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,32391384.468352295,47899367.60198965,True,1312.0,1356855,0,838832,367786,7362101,33426238,2736051,2727178.601824383,0,153749,4916552,0,1952362,2809323,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang mutiara multi dengan desain chevron,,5110849.263932807,10413252.074510492,True,4011.0,1363194,4222823,1106485,433020,8767441,11771716,3543966,1080015.7915694304,13061380,3764830,3924686,1667380,0,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1337 m2 pedesaan Gresik,,7209963691.0,17555565725.157475,True,5075.0,242401,1108829,762573,541546,6198195,25481990,0,1311448.3987532302,0,4882578,0,234716,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 286 m2 Semarang,Baru,741017175.0,878034564.9011655,True,5168.0,810535,7886634,1160587,470672,9271915,5638429,0,471542.5265572769,3500771,0,0,0,1246097,4582501,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,BMW Seri 3,Baru,1403130024.2966988,1357551285.8542085,True,4742.0,709095,9204390,984819,484847,5468929,31520740,3970512,1666199.7059526865,0,0,3995056,0,4937911,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Bekas,14913413.675725736,24483113.399259705,True,2692.0,672774,0,791804,1219186,0,27961209,0,2433308.719685669,0,1678063,2657608,146656,4682176,3688291,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2379 m2 pinggiran kota Bekasi,,31186772526.0,68299651343.510315,True,8103.0,1021651,3740879,1424785,1024114,6792188,25148747,0,1767864.651624041,17059838,0,0,0,0,4142387,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4077 m2 pedesaan Sleman,,16380880452.0,28751195628.508377,True,,1551480,0,1133645,1218097,0,16120233,0,1218199.2964919226,0,0,0,0,0,1177290,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 10 gram,,16380880452.0,29774120293.056206,True,6808.0,1933580,4033964,1082205,415114,0,32789920,0,2309037.7645931593,14073799,3872138,0,4480894,0,3518697,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 5 gram,,16380880452.0,23133908099.245323,True,1975.0,1834150,1862208,1290212,1329762,0,32066702,0,1704058.5584675353,7473574,0,0,2965736,4144446,4111451,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 153 m2 Surabaya Barat,Bekas,1720657174.0,3393445231.611555,True,1829.0,1641672,3553459,1136076,764730,4716451,22624590,4789668,1862074.8945691423,3822675,4052191,2825602,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 93 m2 Sleman,Baru,864530397.0,1356590363.313847,True,9638.0,1688275,8584898,1378810,1306583,0,20698443,3272853,2020020.4871327914,2513626,2146971,0,1138133,256768,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4494 m2 pinggiran kota Surabaya Timur,,48419110992.0,108692475224.1253,True,6937.0,1655900,8714156,1070019,526970,7028496,6906326,0,567352.6074556307,10288189,3937610,2387727,2764013,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Suzuki Ertiga,Baru,273209071.1347496,176442491.64312363,True,2566.0,1256998,0,1141262,870882,3563084,34801209,0,1902975.503376069,0,3482114,0,117140,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas putih 14 karat dengan desain jalinan,,5329507.110480619,12642652.21140012,True,4570.0,1773489,6826082,1428103,1073732,0,24670097,2145125,1820735.6909061251,5347566,1779710,3251160,0,4001208,1640949,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 250 gram,,5329507.110480619,15748973.483205276,False,1899.0,587904,8755316,1499552,672216,3536544,8032022,0,557043.2272368425,0,0,393132,2501030,0,4725998,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat dengan setting halo,,26887928.175113954,61436082.97875476,True,6365.0,1635895,0,962341,844271,2149775,27195836,3944635,1862594.0894659685,0,0,0,2405321,1260380,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Bekas,12849448.041098544,35390186.229538366,True,2736.0,1686680,0,1090049,487674,9194605,26547603,1979606,1496763.216402511,18331192,2107305,0,1692403,4291400,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,6595946.906050693,18160045.11925909,False,3384.0,1069763,4871475,903553,1374154,7301417,32725731,0,2265150.6668421095,0,0,3233783,0,1080248,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,11665913.880427737,12374133.721595883,True,8129.0,1494854,8573726,1197485,618680,2315675,20757985,0,1432218.7251717378,19278978,4390714,4346734,4488612,2416035,3539678,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,10953274.418819569,30387736.133553475,True,,615471,0,801517,668689,4469966,31708466,0,1659753.6903439122,3545250,0,0,0,0,2672556,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Acer Swift 5,Baru,10789601.622630807,25128077.76635456,True,3517.0,584653,0,902014,1289345,4423737,24251446,2280658,2129730.420406156,0,0,1352336,2574371,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas kuning 22 karat,,5509411.630711785,14181917.864951482,True,8963.0,1930789,0,1216025,808692,0,21581175,0,1733078.4145289774,18131109,2319133,0,0,0,610347,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Baru,38060000.0,54925569.528881505,True,3505.0,1390079,4980848,1241437,815649,0,20922790,0,1910731.5836294862,14263322,3293422,134400,2996977,0,4454646,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4392 m2 perkotaan Makassar,,51377045040.0,42016369134.90344,True,,283209,2364795,1021177,608052,0,17991960,0,1108615.4284434963,8995753,991329,0,3521906,450655,3332721,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang perak sterling dengan liontin mutiara dan berlian,,1096280.4824563137,1574593.8700017272,True,6535.0,1901755,8855604,951210,415914,0,23953434,0,1618510.5264353368,17567251,4023740,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,11378464.632194035,18665914.748527795,False,6255.0,1487768,0,1061838,460598,3521918,34307226,0,3067383.1588428286,0,1500499,4835806,0,0,2190111,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Bekas,20687624.02369748,18598714.661537014,True,6650.0,640056,2131075,852956,1031583,5375372,8642024,0,854678.1892366032,9794672,4138965,0,0,4967024,1605895,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1094757.6920330322,3140590.649367791,True,6428.0,253257,0,810467,1152100,0,20471866,3432514,1638980.2064049405,0,0,0,0,4795124,220677,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1090274.523956507,696207.5335290818,True,8801.0,741497,1993520,1370564,438876,0,27066474,1476248,2281593.2686713557,7016361,352159,4296037,0,0,1760819,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1744 m2 pedesaan Sidoarjo,,9977240880.0,27183386199.083263,True,7438.0,1641134,9580611,898938,1004999,0,34310406,0,3276244.201563746,0,1067896,2624409,3288040,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Bekas,24843708.50736706,52938554.60603795,True,9219.0,1294059,0,1231272,859862,0,31386930,0,1797331.7094639877,0,3128134,0,0,0,4549076,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin berlian tunggal,,869390.6694774227,888543.760696628,True,2141.0,920227,9922966,1125870,1426887,0,20600329,0,1930629.9551941017,0,235483,1619814,0,3306002,3472621,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Baru,5033419.006508612,8646731.352170784,True,8803.0,1688570,0,1123190,1176090,3231354,28210240,2228152,2374952.033862422,0,4775938,734288,0,4769003,3790215,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Baru,19047293.381538626,39283650.441946894,True,6859.0,680356,0,1446304,461055,0,14536985,1824504,1360244.603319711,10854489,4309478,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3853 m2 pinggiran kota Medan Barat,,23789339014.0,70211525011.18909,True,3417.0,1465318,1927439,1234128,962290,0,28966857,4492909,2472979.291899691,0,0,1929370,1259743,3117417,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4982 m2 pedesaan Mojokerto,,25678896970.0,66632815302.327866,True,1144.0,1497106,8900596,823904,865700,0,17193923,1968601,1002517.1202020807,0,0,518164,0,0,1013287,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Baru,40650338.0413262,59331077.835546225,True,7445.0,1825448,2664868,911636,363151,0,26765398,0,1948482.7237699106,9183120,701666,3336255,972665,0,2839006,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,HP Spectre x360 14,Baru,15278892.500451548,45754043.685095504,True,7902.0,1093649,3380098,1046066,531479,0,23900108,0,1205070.0621353874,0,0,0,0,1758639,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,24829926.657338273,29513430.369155794,True,3720.0,918807,0,932925,1231636,0,17039985,0,1203824.1908668603,19460051,853918,0,0,412703,4123878,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Bekas,13568374.439374167,33035941.284463882,True,6526.0,1642267,2808749,859962,1152685,0,26379810,0,2548634.1951659657,0,0,627950,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Baru,13155561.661890335,36787581.7714864,True,4616.0,916282,1077433,1103070,737101,6205068,9152779,3451975,907284.3351985565,0,0,4564724,0,294045,3499890,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Mercedes-Benz C-Class,Baru,2119034739.635602,3082020807.2675934,True,4458.0,1924552,0,1223200,1256022,0,24678601,1491788,1372117.0136009534,0,0,0,636467,0,68393,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,13549823.14355403,27862646.65023829,True,1068.0,857191,1125722,892308,1203556,3893978,27261117,0,1379804.6167412177,0,1406758,0,1208017,0,92265,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Suzuki GSX-R 150,Bekas,30702740.432129934,77002817.89737627,True,1575.0,245762,0,1045318,1087551,5893986,10285594,0,672493.624003789,0,0,0,0,1002931,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Bekas,19982475.42429378,20266180.56324763,True,1549.0,445704,0,1000381,755297,0,21137163,1275841,1177270.0854194122,19493614,643407,0,0,1978663,2005591,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Suzuki Ertiga,Bekas,229082104.35887882,338804321.111302,True,9987.0,1896827,0,907217,843541,6836377,22690448,0,1801191.250098552,14324334,3185635,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2321 m2 pinggiran kota Surabaya Timur,,23584651178.0,61637705421.49837,True,6636.0,746360,7326262,1455131,916907,3256888,20261821,2966810,1877927.954483874,2194217,0,0,0,4467044,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Baru,18200599.541486196,33908269.9607212,True,,1141936,3533109,1288527,1355446,7250759,12940860,1774706,984204.4764362604,3329992,0,0,0,0,3786564,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 74 m2 Surabaya Selatan,Bekas,1554787426.0,4446767207.682493,True,1398.0,1406794,0,1094712,1329670,0,21508486,2317752,1469041.0365963415,0,0,0,0,2315043,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1349 m2 pedesaan Sidoarjo,,6433410678.0,4521418313.287595,True,4917.0,791178,4933267,1093181,598430,0,16400886,0,1524093.8774706954,1963465,2825474,2685755,0,0,2244416,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Baru,40513808.827851914,62207641.08889876,True,2933.0,313425,0,951346,1468563,4986606,27046965,4369289,2145181.0842417665,7755209,0,0,0,4444787,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,29448503.650872853,25400998.19490049,True,6218.0,1845357,0,1344972,1267031,7509274,7153335,1114263,550653.0074564082,0,0,3945381,0,0,1303117,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Bekas,13581924.119947627,8447978.991882794,True,1335.0,1644034,0,853737,363824,0,10195119,3517512,517781.56567294267,619979,2623417,4419758,3927418,827575,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,28796945.289135613,78243471.38515756,False,8838.0,670973,0,1311573,358083,2656538,18190954,2042539,967838.7499733483,1053629,1521109,0,0,3294557,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin berlian tunggal,,780439.3409033825,1682204.670648813,True,9151.0,1061100,0,1179043,1058299,4229835,26281317,0,2480920.041891581,0,0,0,0,1788893,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Acer Swift 5,Bekas,9736991.698419908,6462453.614893969,True,2112.0,1683969,2449343,854762,611178,7148407,33205494,4282625,2343718.1643748954,0,4140650,0,1901409,2776265,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Baru,38060000.0,97440371.64125107,True,7775.0,1467072,0,790676,972707,7570052,26514228,0,1813111.9267445458,0,0,4912145,3277153,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2158 m2 perkotaan Yogyakarta,,14531920208.0,15926878834.966589,True,,615389,9958059,1111239,1434557,9590966,25537023,1248535,2116166.928974143,0,0,4613943,604914,436028,4416169,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 298 m2 Batam,Bekas,1552302123.0,1100489768.2846467,True,8268.0,203686,1745692,1086409,642504,7578329,9628012,0,893527.581054279,0,0,0,0,2345982,0,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 156 m2 Depok,Baru,1396233813.0,2460861120.8883114,True,3874.0,1031911,9101554,928451,1005141,6916520,26634345,0,1851464.2409410696,0,2300364,562302,4431429,3729181,4183219,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,12913440.87250533,13529991.705808546,False,5789.0,435759,0,1243650,378332,9408293,5098318,4481580,269127.39896986005,13830760,4642357,0,1748820,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin solitaire emas putih 18 karat dengan berlian 0,3 karat",,9043242.5897426,16932333.92210301,True,6421.0,1816837,0,969254,772560,4320143,16748243,3132498,861459.916007215,6598034,980515,0,977897,2229784,3193625,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Baru,13383876.012344768,31799117.139260404,True,2354.0,304202,3232265,1450730,1195612,7143830,6305748,0,437251.8258579412,19684681,0,323516,0,1385920,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Toyota Rush,Bekas,317747253.7042776,569070772.3556176,True,1641.0,1596786,0,822199,1398531,9451919,28302268,2579973,2221895.7337816134,0,1612060,0,0,0,4670827,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 5 gram,,317747253.7042776,619653453.1284183,True,,779052,1670280,925139,936431,4162465,12595689,1879522,908190.1359150104,18145530,0,0,1822738,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung emas kuning 22 karat dengan liontin berbentuk hati,,5588067.289169376,7427484.369972727,True,7465.0,1357493,0,1035557,995779,3222058,28358761,2896233,2515301.370097934,16123851,1286696,1708678,2089929,1906359,3669812,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,27083405.296380114,60861109.065903254,True,1357.0,885386,5767607,795344,562634,7176824,8812752,0,585888.4987112622,0,0,0,4315406,1532417,2114310,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 100 gram,,27083405.296380114,78831696.19785082,True,6600.0,411319,0,1285938,872453,8242821,21056467,1169563,2077090.143303615,0,3136904,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
