nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-13 18:30:00",2440,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-13 18:40:00",1420,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-13 18:40:00",1300,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-13 18:40:00",-1900,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-13 18:40:00",600,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-13 18:40:00",510,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-13 18:40:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-13 18:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-13 18:30:00",60,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-13 10:01:05",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-13 18:40:00",1810,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-13 18:40:00",2020,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-13 18:40:00",1750,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-13 18:30:00",1420,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-13 18:40:00",1420,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-09 19:20:00",810,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-13 19:10:00",170,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-13 19:10:00",750,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-13 19:10:00",5880,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-13 19:10:00",140,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-13 19:10:00",-10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-13 19:10:00",2380,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-13 19:10:00",1390,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-13 19:10:00",1250,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-13 19:10:00",-1910,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-13 19:10:00",600,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-13 19:10:00",510,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-13 19:10:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-13 18:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-13 19:00:00",50,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-13 10:01:05",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-13 19:10:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-13 19:10:00",2030,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-13 19:10:00",1770,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-13 19:10:00",1370,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-13 19:10:00",1420,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-09 19:20:00",810,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-13 19:40:00",160,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-13 19:40:00",750,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-13 19:40:00",5880,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-13 19:40:00",130,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-13 19:40:00",-10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-13 19:40:00",2380,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-13 19:40:00",1340,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-13 19:40:00",1260,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-13 19:40:00",-1910,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-13 19:40:00",600,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-13 19:40:00",510,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-13 19:40:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-13 18:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-13 19:30:00",50,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-13 10:01:05",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-13 19:40:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-13 19:30:00",2040,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-13 19:40:00",1770,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-13 19:40:00",1350,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-13 19:40:00",1420,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-09 19:20:00",810,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-13 20:10:00",150,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-13 20:10:00",750,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-13 20:10:00",5840,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-13 20:10:00",140,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-13 20:10:00",-10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-13 20:10:00",2370,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-13 20:10:00",1320,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-13 20:10:00",1190,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-13 20:10:00",-1910,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-13 20:10:00",600,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-13 20:10:00",510,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-13 20:10:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-13 18:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-13 20:00:00",40,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-13 10:01:05",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-13 20:10:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-13 20:10:00",2050,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-13 20:10:00",1760,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-13 20:10:00",1340,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-13 20:10:00",1430,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-09 19:20:00",810,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-13 20:40:00",140,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-13 20:40:00",750,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-13 20:40:00",5830,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-13 20:40:00",140,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-13 20:40:00",-10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-13 20:40:00",2480,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-13 20:40:00",1320,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-13 20:40:00",1220,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-13 20:40:00",-1900,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-13 20:40:00",600,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-13 20:40:00",510,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-13 20:40:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-13 18:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-13 20:30:00",50,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-13 10:01:05",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-13 20:40:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-13 20:40:00",2060,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-13 20:40:00",1690,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-13 20:40:00",1290,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-13 20:30:00",1430,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-09 19:20:00",810,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-13 21:10:00",140,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-13 21:10:00",750,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-13 21:10:00",5830,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-13 21:10:00",140,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-13 21:10:00",-10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-13 21:10:00",2440,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-13 21:10:00",1320,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-13 21:10:00",1270,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-13 21:10:00",-1970,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-13 21:10:00",600,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-13 21:10:00",510,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-13 21:10:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-13 18:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-13 21:00:00",40,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-13 10:01:05",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-13 21:00:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-13 21:10:00",2070,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-13 21:10:00",1680,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-13 21:10:00",1220,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-13 21:10:00",1440,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-09 19:20:00",810,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-13 21:40:00",140,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-13 21:40:00",750,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-13 21:40:00",5840,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-13 21:40:00",140,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-13 21:40:00",-10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-13 21:40:00",2390,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-13 21:40:00",1310,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-13 21:40:00",1210,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-13 21:40:00",-1960,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-13 21:40:00",600,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-13 21:40:00",510,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-13 21:40:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-13 18:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-13 21:30:00",40,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-13 10:01:05",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-13 21:40:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-13 21:40:00",2090,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-13 21:40:00",1680,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-13 21:40:00",1210,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-13 21:40:00",1460,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-09 19:20:00",810,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-13 22:10:00",130,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-13 22:10:00",760,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-13 22:10:00",5830,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-13 22:10:00",140,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-13 22:10:00",-10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-13 22:10:00",2350,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-13 22:10:00",1330,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-13 22:10:00",1300,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-13 22:10:00",-1980,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-13 22:10:00",600,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-13 22:10:00",510,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-13 22:10:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-13 18:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-13 22:00:00",40,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-13 10:01:05",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-13 22:10:00",1790,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-13 22:10:00",2100,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-13 22:10:00",1690,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-13 22:10:00",1230,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-13 22:10:00",1560,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-09 19:20:00",810,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-13 22:40:00",130,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-13 22:40:00",750,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-13 22:40:00",5830,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-13 22:40:00",130,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-13 22:40:00",-10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-13 22:40:00",2420,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-13 22:40:00",1370,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-13 22:40:00",1310,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-13 22:40:00",-2000,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-13 22:40:00",600,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-13 22:40:00",510,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-13 22:30:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-13 18:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-13 22:30:00",40,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-13 10:01:05",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-13 22:40:00",1790,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-13 22:40:00",2100,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-13 22:40:00",1690,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-13 22:40:00",1230,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-13 22:40:00",1480,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-09 19:20:00",810,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-13 23:10:00",120,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-13 23:10:00",750,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-13 23:10:00",5830,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-13 23:10:00",130,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-13 23:10:00",-10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-13 23:10:00",2360,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-13 23:10:00",1380,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-13 23:10:00",1250,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-13 23:00:00",-2000,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-13 23:10:00",600,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-13 23:10:00",510,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-13 23:10:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-13 18:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-13 23:00:00",40,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-13 10:01:05",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-13 23:10:00",1790,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-13 23:10:00",2110,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-13 23:10:00",1640,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-13 23:10:00",1250,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-13 23:10:00",1470,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-09 19:20:00",810,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-13 23:40:00",120,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-13 23:40:00",750,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-13 23:40:00",5830,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-13 23:40:00",130,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-13 23:40:00",-20,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-13 23:40:00",2320,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-13 23:40:00",1380,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-13 23:40:00",1340,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-13 23:40:00",-2000,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-13 23:40:00",600,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-13 23:40:00",510,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-13 23:20:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-13 18:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-13 23:30:00",40,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-13 10:01:05",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-13 23:40:00",1790,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-13 23:40:00",2110,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-13 23:40:00",1620,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-13 23:40:00",1290,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-13 23:40:00",1470,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-09 19:20:00",810,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-14 00:10:00",120,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-14 00:10:00",760,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-14 00:10:00",5830,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-14 00:00:00",130,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-14 00:10:00",-20,"Status : Normal"
