collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_price,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Perhiasan,emas murni,Emas murni 24 karat 0.5 gram,,45091684.3609815,126770881.04227719,True,7789.0,1430921,0,1332124,1308104,0,33356463,0,2364824.3553449097,0,0,1839303,4834986,3609093,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas putih 14 karat dengan desain jalinan,,5004630.158454096,9337583.80316322,True,3601.0,1930675,7340734,1441609,384194,0,26389997,2979711,1376381.9047215274,0,3689545,0,0,1188904,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 200 m2 Tangerang,Bekas,1295140430.0,3061575512.7209253,True,1019.0,741679,8820278,1489958,551374,0,10161575,0,799008.5539728433,17814229,3103869,0,979917,2090817,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1897 m2 perkotaan DKI Jakarta,,55522551273.0,98261981554.50674,True,2298.0,1534846,1649911,940452,1342939,0,9823566,1666011,556493.5686408383,0,0,0,4840776,2344323,824434,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 260 m2 Medan,Bekas,1250856102.0,2156978727.249596,True,,1966087,682218,1213138,1244533,0,30691005,0,1877928.1608334305,0,0,0,1822186,3435482,4267828,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,25124906.62534805,59634575.88430898,True,3423.0,978534,0,1095678,1421958,7243674,30055527,0,2659399.4188655145,19726313,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 125 m2 Tangerang,Baru,1102708976.0,1275245098.2136412,True,7189.0,241932,0,1361402,1171037,3374698,11409042,4141773,1095316.8851275537,5679771,0,3406908,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,12596015.5372369,13552605.092526251,True,9974.0,745268,0,1009349,801154,3024576,26777895,0,2345511.279080302,16339451,0,2244605,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 147 m2 Sleman,Baru,333114729.0,528986772.5287601,True,3728.0,724283,7525484,1329048,527512,2200118,11166537,0,945722.1862369005,0,1030168,0,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Acer Swift 5,Baru,11373843.708131418,32026589.40180794,True,2363.0,907642,4439015,1150800,979083,0,8522866,0,434029.6750331963,3003817,3119599,0,0,1224220,1876672,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Bekas,27127532.89170055,35359927.524755195,True,7365.0,1138053,0,960024,1341400,7446429,18891582,4272259,1383710.3169020715,11390718,3621685,0,0,1416586,3034934,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata hijau,,538768.9410279348,384092.0409163587,True,9052.0,609320,3527000,1218531,1274175,0,27915904,0,2178324.1483990545,4091793,801673,0,3517543,1380895,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Baru,5377266750.054098,11513920715.60021,True,7687.0,518892,5242941,790395,704589,5060917,13611812,0,1222433.0752458412,16625002,0,0,2365258,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Bekas,11550226192.229576,16328241382.845686,True,1242.0,847329,8993328,1021176,1166132,6294687,9042278,3992790,587875.5101924536,0,2494727,3826460,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Baru,23377950.590586834,54742603.56874711,False,8462.0,1563394,8603109,1480513,836446,0,12223282,4213975,1096278.5694215994,3544483,2693931,0,91186,3259642,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2295 m2 pedesaan Mojokerto,,11217691485.0,16449819795.350817,True,4836.0,1135721,2009104,1390031,828846,2669148,18537012,0,979310.1561175454,5750464,0,4100140,0,1945739,4754879,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4816 m2 perkotaan DKI Jakarta,,119652561616.0,137324438822.74213,True,2668.0,400623,4054333,1481313,692774,0,33607879,4734677,3050849.8128402317,1980027,0,0,3087138,1555072,3051719,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Baru,16488651.907900296,41493857.70784036,True,3205.0,1993431,7881650,1107181,741979,0,13182973,0,728300.2682290784,3903675,0,3295950,734658,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Baru,40587593.74439,61436470.62181616,True,1311.0,267498,0,1142794,646289,5523587,30952417,2857472,2062838.3062155044,0,4368563,0,0,736163,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,8441861.806453757,5718387.283307341,True,8478.0,545488,0,1310049,436061,0,20503446,3782690,1477881.7746171772,332274,534373,1345161,0,4344379,0,6,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Baru,23517084.453188263,23982165.95254217,False,7215.0,1105205,0,853882,361012,6568801,28751782,3250467,2146915.803273817,19037689,456499,773828,0,1193889,4663498,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Toyota Rush,Bekas,283824534.89340395,295792446.6480589,True,9590.0,1851514,7588273,1431405,1102197,5042891,11239963,4434090,674996.1266618245,0,2868859,0,0,0,857168,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,14845544.240814466,29617948.887250513,True,7977.0,1385416,6721885,1190627,1413261,2287237,22562690,3000582,1940905.0335292104,0,557254,0,722,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,29668829.497192785,59959255.71100806,True,4484.0,1614619,0,1100313,536017,0,16157564,4398535,979629.4861477966,7711869,3827056,0,1777619,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1695 m2 perkotaan Batam,,14574016800.0,15046653162.038177,False,5195.0,1906663,0,1474481,1391657,9154885,24734495,0,2207582.5445134384,4239401,0,3124618,0,4452474,1297528,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Baru,16297008.60627446,45298132.36945882,True,4235.0,1311985,0,1111509,1347561,4863820,9325321,0,599727.7047433972,2268311,0,2281007,3934359,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 218 m2 Depok Barat,Bekas,428591761.0,403259231.4635637,True,2689.0,340030,0,1314729,697890,8678380,8266694,0,714993.9577183477,0,3838205,0,0,0,4690379,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 205 m2 Surabaya Utara,Baru,1389525902.0,2878956104.9151196,True,5355.0,977789,7652729,1431968,1221241,2632983,32004567,0,2259776.596976674,11738996,4731839,0,0,2801932,4651671,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Baru,23448464.632665373,55237069.25629112,True,7522.0,853225,0,1090791,771109,0,6350830,0,401024.24315315456,18286253,1809612,0,0,612704,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4752 m2 perkotaan Makassar,,44777392704.0,110757356905.01276,True,8217.0,549465,0,1053437,716016,4232694,6112198,4076033,371020.18842655886,0,1606746,4792699,2947061,2486452,4703636,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,854844.126512306,1997436.7134194886,True,6912.0,1181846,5850298,832023,1076087,0,16597981,3458637,904638.2822424609,10175183,2383697,3493299,4354901,0,644435,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Baru,9188447.233523019,7823170.718888596,False,,317239,5601240,884838,447007,0,12234132,0,954766.8646689379,620971,0,3487091,1541345,0,989830,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Mitsubishi Xpander,Baru,237155246.49690497,485358215.6076708,True,3442.0,1593466,0,1173474,1327959,0,12974401,0,1227697.823923546,3392056,0,2108242,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin berlian tunggal,,974035.1048153052,1262433.8691635416,True,,501384,0,934484,1037872,0,26445091,0,1921710.8494633632,6073795,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 64 m2 Tangerang,Baru,1025818240.0,1963211044.8666415,True,8372.0,1488356,0,1410178,351398,7055748,7398228,0,552995.8737557371,0,4546203,1750169,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang perak sterling dengan liontin mutiara dan berlian,,1241662.141331628,3016458.620975445,True,,574353,0,1246814,1236236,9328452,29668771,3891566,1719467.067686322,10833166,0,3933795,4576745,0,3389402,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Realme GT 2 Pro,Bekas,11333967.180237867,22222587.945476443,True,1668.0,735240,5722452,911961,654317,0,21558858,0,1951295.7500936554,0,1245619,1949044,1205777,3551753,2770414,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Baru,38331546.6144537,41397598.920562804,False,9171.0,1541265,0,1243518,947371,0,7667720,0,410016.5565920015,16202900,0,0,3765277,2725348,2597705,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Baru,35571663.003545776,29982901.02070396,True,2079.0,1170791,6605490,1443678,427906,0,27805359,0,1936358.3276289888,0,0,786944,3271935,2609352,4696547,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat,,24342150.93198212,49112153.57727426,True,5910.0,1943809,0,1003161,1412444,4177881,10931983,0,600978.864382365,9477697,4960046,0,0,0,3857924,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Bekas,14616772.19726208,36783580.0946141,True,1406.0,871337,0,855371,1444227,0,16865141,0,1270842.4179491343,0,3964601,0,3429318,3704423,2491409,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Baru,10971379.257822173,11287248.350101288,False,4797.0,1753436,0,884291,502557,0,10759738,0,728598.0588450441,0,1279115,1040468,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2471 m2 perkotaan Makassar,,26436336969.0,34730448973.02946,True,1605.0,1416268,4648921,937228,969952,3127883,27574965,4394878,1810961.7188733781,15211485,0,4765307,0,3039725,1486262,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 146 m2 Tangerang Selatan,Bekas,547023165.0,387222525.9752077,True,1043.0,1390174,0,966194,762204,0,8216353,3963950,637659.309266311,0,0,0,921914,4724677,994300,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Bekas,6095313385.6094475,3690067336.5335875,True,8824.0,1685460,0,1140111,1401502,9180890,18618883,0,961059.0075585635,11690279,469085,0,2356140,0,1927645,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,10565499.049124857,16721426.121311087,True,8461.0,857720,0,1264862,648165,0,24003686,1271435,2394775.8867622674,0,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Bekas,14961131.323919319,22881207.72607456,True,2510.0,1931027,4482346,1261126,1134539,0,31393533,0,2364607.0639709407,0,2849634,0,0,861296,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin mutiara dengan desain jalinan,,9826674.161894478,23123634.604808994,True,1547.0,548137,0,1001138,1006877,0,29135081,4122792,2746172.1990979416,5696858,0,322909,0,2823239,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata opal,,1184164.3738516625,3281584.886409005,True,4848.0,1951479,0,1419898,813188,0,29474229,0,2869361.4759529396,5443775,0,0,4560446,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 500 gram,,1184164.3738516625,1857319.4753968492,True,6936.0,506281,0,943493,486272,6559407,18763006,0,1316697.5965644033,0,3288161,0,4780173,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,14006083.754726766,30221834.800865944,False,4925.0,931013,0,1471654,489002,6104539,26074038,0,1728854.9971985728,5290420,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4122 m2 perkotaan Surabaya,,73863123768.0,114658563255.50351,True,2625.0,1969673,8010034,1288629,1030089,0,33536064,0,2714577.3810437596,18170200,0,0,2790568,3112559,196980,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Bekas,30755635.27756965,61022179.749197975,True,1097.0,997679,2258713,1000384,1291341,8458371,31772018,0,2520797.480391765,5521188,0,419651,306507,289981,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 106 m2 Depok,Baru,651218245.0,1177825410.3827486,True,1859.0,979263,0,825618,454300,6232625,15021018,0,1041390.1235280151,0,0,0,0,1381241,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas putih 14 karat dengan desain jalinan,,5848641.385209226,5195578.724662958,True,3609.0,625572,0,1200305,1418783,3445106,28585141,3527338,1629891.831040966,1956731,0,391277,0,0,0,3,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Baru,30396151.51334265,65416469.40752341,False,3809.0,1352189,0,1346069,908312,4794354,32556785,0,2259174.3767711567,0,886608,2235634,0,2658984,189958,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 91 m2 Bekasi,Baru,1362407288.0,3820777463.6364346,True,4063.0,1602774,0,1120803,1473477,0,21934782,0,1978468.274485029,12692193,0,1957454,0,3863828,2187883,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,5755777.716173132,11292212.148346186,True,7182.0,1141608,0,1186329,1184437,0,21694266,0,1113302.0950593688,0,0,4175829,0,1245753,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Mazda CX-5,Baru,578523793.0553585,1626228144.2993436,True,6476.0,795660,3222875,1203799,1009003,6471457,26312962,0,2356253.541308386,0,1775240,3583490,0,4931604,625930,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 54 m2 Surabaya,Baru,2042285997.0,1857036284.1886578,True,3814.0,1400379,0,1487052,555459,7943487,20502798,0,1093499.5269118503,0,0,1104574,0,4753502,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2588 m2 pinggiran kota Surabaya Barat,,21105354804.0,37284816970.727516,True,9497.0,913956,0,995439,782529,2987706,12811349,0,1028769.9766056556,12204435,3020937,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Baru,29307364.698752783,56231586.64038548,True,,923314,1660126,1424900,586908,9078570,33726546,3101913,2105850.675189492,0,0,1176818,4842704,0,719476,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Suzuki Ertiga,Baru,231617564.85871828,520650319.15146697,True,4051.0,578127,0,933657,462148,0,9873701,4309638,676693.6592305942,18122903,0,0,2826087,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Baru,41893852.10198068,78816132.00925928,True,1243.0,1581103,0,1050475,1251302,9050875,32638896,0,1960536.3203465722,16823055,287720,0,0,1145011,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Bekas,13042835.761230092,38876166.83483882,False,5150.0,676836,0,1197998,1133316,8751036,12625672,0,702082.0998760778,0,0,0,0,2540070,3506184,3,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 1000 gram,,13042835.761230092,18545399.37156774,True,,214926,0,919330,967916,3610600,32182020,0,2425587.1182037923,0,2443680,3654150,0,2630433,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 267 m2 Surabaya Timur,Baru,1973588047.0,5742175445.186187,True,,457758,0,1206913,391511,0,31716517,0,2986440.225177731,17026520,3030073,1333510,0,4823023,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Baru,35384000.0,24808354.08626306,True,,470535,9403300,1281950,506038,5626449,9346623,0,705964.9324724743,0,2925228,3551690,4276800,0,0,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 191 m2 Tangerang,Bekas,996932742.0,2649563309.8242817,True,6227.0,1981224,0,953438,1293184,7945325,22596044,0,2054359.830781514,0,2224569,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Bekas,28086690.456064824,50231417.59608075,True,6579.0,1285837,7325025,1173762,441142,0,19585097,2918667,1491553.6721965277,17528141,1076801,1955223,0,3523665,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan desain chevron,,12405616.952202795,7670336.535244803,True,7988.0,995557,6113525,851604,1354561,4297845,7350320,4597668,542164.4520832349,3521021,510243,4003960,0,4008802,4160508,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang mutiara multi dengan desain chevron,,5870839.203595735,16169069.432899203,True,7663.0,1020919,0,811481,983125,6027508,24076766,0,1713862.4370975185,0,156759,1896106,0,0,2430292,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Baru,7038422.087877087,7575091.341962254,True,3886.0,1403317,3368392,1278329,1344025,4908614,22432259,0,2200251.1914066225,13994597,0,0,0,994856,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
